id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,link,productDisplayName
13841,Unisex,Accessories,Watches,Watches,White,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/f9f0f53a996cd6df9e48e4e685e25047_images.jpg,ADIDAS Unisex Three Small Dials White Watches
28200,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Ray-Ban-Men-Active-Lifestyle-Copper-Sunglassesb7761297ec669a622453f898fce8759f_images.jpg,Ray-Ban Men Active Lifestyle Copper Sunglasses
12993,Unisex,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/6bb0dda205ff23b2b1fda526a3c74374_images.jpg,ADIDAS Kids Adispeed Black Sports Shoes
7158,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/9b2dc2cfc35d37aee2f4d46532384605_images.jpg,Scullers Men  Green Check Shirt
18495,Men,Footwear,Sandal,Sandals,White,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/c78acc78b83e4f2e014215d2a302f04b_images.jpg,Puma Men Fashion Cat White Slipper
8110,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/112edfec7e1965c0f64ad9eb51cac579_images.jpg,Fastrack Men Economy 2 Analg Black Watch
19547,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/2641289161a53042c64ced38cadb099b_images.jpg,United Colors of Benetton Men Solid Blue Sweatshirt
7964,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/59433decf845a0c856d3879435d95560_images.jpg,Puma Men's Large Logo Graphic Black T-shirt
36934,Women,Personal Care,Fragrance,Perfume and Body Mist,Gold,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/b0d3dcd6aaa7274486236fa267ef8cb5_images.jpg,Giorgio Armani Women Idole Perfume
39140,Women,Apparel,Apparel Set,Kurta Sets,Black,Summer,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/4d16721ce6d31a02786fa271a40dbc86_images.jpg,Aneri Women Black & Maroon Salwar Suit
20851,Women,Accessories,Bags,Clutches,Red,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/ee617574380de80bee9cce9ec585e8be_images.jpg,Spice Art Women Ribbon Embroidery Red Clutch
41866,Men,Footwear,Sandal,Sandals,Beige,Fall,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/7adfef9d7001cdcb9a58822c0c8b615f_images.jpg,Estd. 1977 Men Beige & Green Sandals
58177,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-Brown-Handbag_5b44f798c0d6b84b00ae5a6316d931af_images.jpg,Rocky S Women Brown Handbag
44528,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/5fdccf41dafc022f36adea9a7df6751c_images.jpg,Coolers Men Black Sandals
16392,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/9584fab8cde60a77e797973020e5c91d_images.jpg,Levis Men Check Red Shirts
51455,Women,Apparel,Topwear,Shrug,Pink,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/28d91b2c102e5742714c7f706a73eeb4_images.jpg,Tonga Women Pink Printed Shrug
50587,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/9bd108a473fd6a01005be56f7f0a3807_images.jpg,Chromozome Men Grey Briefs
17240,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/7648ed40d904bf77502b84894f9cb980_images.jpg,U.S. Polo Assn. Men Stripes Black  Polo Tshirt
47530,Women,Footwear,Shoes,Flats,Copper,Winter,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/daadf44edb9420bbd0d335702cf6e095_images.jpg,Portia Women Copper-Toned & Brown Sandals
6617,Men,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/5c0c7cee1d5905a18f6a8d4821ae21aa_images.jpg,Spykar Men Black and white Check Shirt
12732,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/6c411e5ff01a791860ac0807b719cf28_images.jpg,Nike Unisex Swoosh Black Backpack
3365,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/477a546e340e50d1c7d4fb252a146692_images.jpg,Myntra Men's Brain Black T-shirt
42042,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,http://assets.myntassets.com/v1/images/style/properties/16a858c7c58d665ba030df2f9f326086_images.jpg,Nike Men Air Relentless 2 MSL White Sports Shoes
23849,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/aca469db7fbac91473fc2a810461889d_images.jpg,ADIDAS Men Black Anzo Breeze Casual Shoes
43190,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/1c5acff37ece119c5adfe594c2b4bdcd_images.jpg,Fastrack Women White Dial Watch
48578,Men,Accessories,Jewellery,Bracelet,Steel,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/551485ddc5fa42d1734898e3b32e72c0_images.jpg,Revv Men Steel Bracelet
30462,Women,Apparel,Innerwear,Bra,Black,Summer,2014,Casual,http://assets.myntassets.com/v1/images/style/properties/cef99b09020adbc2a0d7e5f9889ce9c4_images.jpg,Lovable Women All Day Long Black Bra
18208,Men,Accessories,Headwear,Caps,White,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/4d0de24d6538a8507059625949e34878_images.jpg,Manchester United Men Solid White Cap
54127,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/50c7dd932d347768b05766e5dd231355_images.jpg,Rocia Women Black Heels
10065,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/ef754e63472dece06abfa6d6c1266d91_images.jpg,Puma Men ducati logo tee Yellow Tshirts
24250,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/ff82e800185f09437bdd38606dbd4ec6_images.jpg,Numero Uno Men White Casual Shoes
32335,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-Silver-Dial-Watch_9bc915bdcff17ce2aa1168cf3a27654e_images.jpg,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y
25382,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Levis-Men-White-Innerwear-Vest_ead823677896c7f737a55a7750d809c7_images.jpg,Levis Men White Innerwear Vest
56670,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Maxima-Men-Black-Dial-Watch_c427a05e5f1d545b2b03ad86b4960427_images.jpg,Maxima Men Black Dial Watch
5092,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/f9622342fedb746c6515647f128b94a6_images.jpg,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt
10859,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/cc57b520818a0ada689545d2bdd025d9_images.jpg,Wrangler Men Furious Rides Navy Blue T-Shirts
59638,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/FNF-Green-Collection-for-Wedding-Sari_7e6a7f6bba933b0923861ac3b65c9f5e_images.jpg,FNF Green Wedding Collection Sari
15517,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/0ea0e6130d5d4c093e0e516f9b43ced6_images.jpg,Rockport Men LLandro Red Casual Shoes
4140,Women,Footwear,Shoes,Casual Shoes,Green,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/7de650b81e8fd8be54794b6f466f3b8e_images.jpg,Skechers Women Green Shoe
36795,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/1223bc5aa8de555c058dbafa61b4c6cf_images.jpg,Maxima Men Ssteele Silver Dial Watch
40527,Men,Accessories,Watches,Watches,Gold,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/946643c653dae988057d427e72b4d5f6_images.jpg,Titan Men Gold Dial Watch
10257,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Formal,http://assets.myntassets.com/v1/images/style/properties/bbddb8510d402639e0a038bde5ec08bb_images.jpg,John Miller Men Solid Type Black Trousers
24062,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/b24d6360e5f726e86b7db28e2225894b_images.jpg,Locomotive Men Navy Blue Printed T-shirt
45869,Men,Accessories,Watches,Watches,Brown,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/f0a2359518806948aa76a37b1c9fe2a9_images.jpg,Maxima Men Brown Dial Watch
11385,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/c843af98fead5393ecf56934e07ca496_images.jpg,United Colors Of Benetton Women Light Winter Black Sweatshirts
53130,Women,Footwear,Shoes,Flats,Brown,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Brown-Sandals_c094f60d90c695681a6b79cf241777fc_images.jpg,Catwalk Women Brown Sandals
44187,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/3db0d3544350b8d72f968ede0af3b0d3_images.jpg,Nike Fragrances Women 5th Element Perfume 150 ml
21510,Women,Accessories,Bags,Handbags,White,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/97f41f38d2fa5f88fa5322daf7f093f6_images.jpg,Kiara Women Graphiti White Handbag
51667,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Louis-Philippe-Men-Grey-Sunglasses_1446c537f905743abebac42f5a02f776_images.jpg,Louis Philippe Men Grey Sunglasses
22395,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/e01152d30659f4099b46cb0c1fcb918b_images.jpg,Mark Taylor Men Striped Blue Shirt
35322,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,http://assets.myntassets.com/v1/images/style/properties/f21ff0021d5d5095ed087314e548ea24_images.jpg,Fabindia Women Anusuya Silver Earrings
6425,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/ef0e264ebd347265da9fcf1bdff4b2f5_images.jpg,Lotto Unisex Canvas Black Check Shoe
18806,Men,Accessories,Belts,Belts,Tan,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/f8a2854d9f97f9fde7b768dd3648198d_images.jpg,Peter England Men Casual Tan Belt
23247,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,http://assets.myntassets.com/v1/images/style/properties/0201105e4604bc784525d9cf0e972c40_images.jpg,Arrow Men Formal Black Shoe
17072,Women,Accessories,Belts,Belts,Grey,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/3f475c2e490c2e2c653f10aa5a4a4506_images.jpg,Lino Perros Women Weaved  Grey Belt
31782,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/5b427e7381af213df2d54a17cd193aea_images.jpg,Lee Women Paula Blue Top
42270,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/ea497c53bbc69cb510e3f7b2fe4a7abb_images.jpg,Vans Unisex Black & Grey Classic Shoes
12500,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/47e0bf9f4a04bd6f5901c0f4fc65e54d_images.jpg,United Colors of Benetton Men Short Black Shirts
26735,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/4f56561974db43db763f18a06caedbd0_images.jpg,Reebok Men Pack of 2 Pirates of the Caribbean Deos
30650,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/75c8932f3b5a274c73e3c94f95540d7b_images.jpg,Nike Men Printed Black T-shirt
56026,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/ColorBar-Soft-Touch-Mousse-Lipstick-025_9acb45fa8b3bc6021e8ef261642e9de1_images.jpg,Colorbar Soft Touch Mousse Lipstick 025
21948,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/bf2a4f36c9cc6b2fb51c5e7bad341681_images.jpg,Murcia Women Casual Brown Handbag
32563,Women,Apparel,Bottomwear,Trousers,Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/ONLY-Women-directoire-blue-Trousers_9ad40a06ae4b8c071f84e12599c1c9b7_images.jpg,ONLY Women directoire blue Trousers
58980,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/Colour-me-Women-Flowers-Deo_bbdd019aace399d86a7f5c4ba11f6881_images.jpg,Colour me Women Flowers Deo
40143,Girls,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/fc3c1b46906d5c148c45f532d0b3ffb5_images.jpg,Gini and Jony Girls Pretty Blossom Blue Top
10633,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011,Formal,http://assets.myntassets.com/v1/images/style/properties/b195b911f558c0232e22849d1ca73193_images.jpg,Carlton London Men Formal Brown Formal Shoes
24406,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/cc658745ce38f9e09bec039a997155a9_images.jpg,Vishudh Women Red Printed Kurta
4716,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Sports,http://assets.myntassets.com/v1/images/style/properties/d63e1260ab9823cd64cbe4336a5bb94d_images.jpg,ADIDAS Unisex Response ST Analogue Black Watch
21174,Women,Apparel,Topwear,Tops,Beige,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/5a76ef8930d8bd543d8f7e6f5383d390_images.jpg,s.Oliver Women Stripes Beige Top
15341,Women,Apparel,Bottomwear,Shorts,Pink,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/f105cf31753c2cbdf23e8722dc83a019_images.jpg,Nike Women Solid Pink Shorts
52486,Women,Apparel,Innerwear,Camisoles,Maroon,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Maroon-Bra_c75c0ad76e53ba58736e6f8fd21d07b0_images.jpg,Red Rose Maroon Camisole
53554,Men,Apparel,Innerwear,Boxers,Multi,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Probase-Men-Yellow-Boxers_80cada245724ee958e0c5721d51cfab7_images.jpg,Probase Multicoloured Printed Boxers
14293,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/8e4099bc672a376b156e1fe903fd5e16_images.jpg,Classic Polo Men Stripes Blue Tshirts
47366,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/895bed5b7e643c97fb880515cea0c930_images.jpg,Baggit Women Blue Bag
6041,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/b54b7d7f19b9dbb54c85c584719c46ef_images.jpg,UCB Men's Polo Neck With Lion Logo Navy Blue T-shirt
23623,Girls,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/ef9685293a987f515492addd034006bf_images.jpg,Doodle Kids Girls Pink I love Shopping Top
17416,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/1279efc8b61fb461a804f0c1f82f276b_images.jpg,Lotto Men Atlantica Black Sports Shoe
9835,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/e2604389938f13f2cc1a772bba320a45_images.jpg,Little Miss Women Printed Grey T-shirt
29319,Unisex,Accessories,Bags,Backpacks,Red,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/d0817a4778047d75a9d4f32e78b9b1fd_images.jpg,ADIDAS Unisex Chicago Bulls Red Backpack
7193,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/054b93509e888e996ba7b12b554870e3_images.jpg,Jealous 21 Women Black Jegging
12958,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/9c0d1badace8d2eb9680232648e94d85_images.jpg,ADIDAS Men Sports Black Sports Shoes
27283,Women,Apparel,Topwear,Kurtas,Magenta,Fall,2011,Ethnic,http://assets.myntassets.com/v1/images/style/properties/1dea61d01ec84aed63dcbb32adda717a_images.jpg,Mother Earth Women Magenta Kurta
30234,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/7b99e89eac30c7d4d78d54c8cc67e35a_images.jpg,Numero Uno Men Black Flip Flops
9009,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/b11805dfd1077ea3a4538fba3ffed149_images.jpg,Murcia Women Snake Print Bag Brown Handbags
3533,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/c6a6fbe4d75e40529b7be5427d095142_images.jpg,Myntra Men's If You Don't Like Navy Blue T-shirt
42614,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/4067d54c1f9caba707a51d665ef0e38e_images.jpg,Estelle Women Earrings & Pendant Set
12164,Women,Apparel,Topwear,Dupatta,Orange,Fall,2011,Ethnic,http://assets.myntassets.com/v1/images/style/properties/88540c74d7d507c9371c5d9f37125ce1_images.jpg,Aurelia Women Voile Orange Dupatta
26351,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/a002d0eed07e5e2c140da41e8db2ddf7_images.jpg,DKNY Women White Dial Watch NY8472
17624,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/98252134c6398e50aeebd873e6eafceb_images.jpg,ADIDAS Men Solid Navy Blue Track Pant
47154,Girls,Apparel,Bottomwear,Capris,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/5158808a5bdd60c8c8af6999f8481160_images.jpg,Gini and Jony Girls Black Capris
35574,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2013,Casual,http://assets.myntassets.com/v1/images/style/properties/9c1df994bfd66e4485b82d0e74066d98_images.jpg,Gliders Men Esquire Red Flip Flops
46086,Women,Footwear,Shoes,Sports Shoes,Lavender,Summer,2012,Sports,http://assets.myntassets.com/v1/images/style/properties/97b4da7324d9f9b3a6f507333141faae_images.jpg,ADIDAS Women Lavender Hagkok Sports Shoes
51031,Women,Apparel,Innerwear,Bra,White,Summer,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/493409fb23791fa2cb220289e92affd7_images.jpg,Enamor White Bra
13284,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/1d2eaf1491e0bf4906165ab1eaff3ad1_images.jpg,Gini and Jony Kids Boys Solid Black Shorts
54543,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/F-Sports-Men-White-Outlander-Sports-Shoes_b600b7c68b5e9dd8b56dcd8732ce0fda_images.jpg,F Sports Men White Outlander Sports Shoes
55491,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/Revlon-Gold-Dust-Poussiere-Doree-Colorburst-Lip-Gloss-024_ed41da69ac3f9c1c17cb6517a999b749_images.jpg,Revlon Gold Dust Poussiere Doree Colorburst Lip Gloss 024
26163,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Formal,http://assets.myntassets.com/v1/images/style/properties/987d4390421e951dafe4bfdaba57f5fd_images.jpg,John Miller Men Dark Grey Trousers
3701,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/906c588711dcf840a61168758f463664_images.jpg,Tantra Women Flower Heart Black Long T-shirt
29917,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Police-Men-Steel-Dial-Watch_51e58f90f98b042641c9b54f09b54fd6_images.jpg,Police Men White Dial Watch PL12698JS
42426,Women,Apparel,Topwear,Kurtas,Sea Green,Summer,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/2e25195b2eaba31b89a991f2e0dbd532_images.jpg,Aurelia Women Sea Green Kurta
32751,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/ea051d39d65bfdcba994e6cd49061bd7_images.jpg,FILA Men Liga II Black Shoes
56214,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Estelle-Earrings_7271511bf974f34b0c0e80431617e034_images.jpg,Estelle Women Gold Earrings
10401,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/144954d20ce2e31fe6953f3e249e9a68_images.jpg,Jealous 21 Women Uaine Purple Tops
40371,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/a6ea6713bae041ef4f62d3612586d1ef_images.jpg,Tokyo Talkies Women Navy Slim Fit Jeans
21346,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/e9266175735b50a2f6d100ae2ef44fe6_images.jpg,Pal Zileri Men Casual Gold Frame Sunglasses
45603,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,http://assets.myntassets.com/v1/images/style/properties/8f3b9f4c5f554e39681567b22985966e_images.jpg,Arrow Men Black Formal Shoes
4524,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/fae0ae76d008674551fbdbb64988ea51_images.jpg,Puma Men's YugoRun Black White Shoe
37223,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/58c4b740c2d2e9b52c6900579c7ff2d2_images.jpg,United Colors of Benetton Women Blue Top
53766,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-White-and-Navy-Blue-Stripe-Polo-T-shirt_a81acd98afcadd66fa8ee8531c82ad46_images.jpg,Puma Men White and Navy Blue T-shirt
25520,Girls,Apparel,Topwear,Tops,White,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/416f7bd57546242fd72a817de0d517e5_images.jpg,Doodle Kids Girls City Chic White Top
32597,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/9d4d7aa206e22813311c0a0406ce02a4_images.jpg,ONLY Women Black Top
58974,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/Colour-me-Men-Gold-Deo_73efa9034af7165f848dcc367558b461_images.jpg,Colour me Men Gold Deo
33445,Women,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/6222ae36196ec90b30a683927c219428_images.jpg,Baggit Women Lamboo Mayur Black Wallet
57100,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Dark-Pink-Top_ce0e1c18ffc47444dcb28bb7b78ae13f_images.jpg,Elle Women Dark Pink Top
36137,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2012,Sports,http://assets.myntassets.com/v1/images/style/properties/5b0a6dd6aadd4d4ba230ff849b36481b_images.jpg,Nike Women Free Run Pink Sports Shoes
41859,Men,Footwear,Sandal,Sandals,Black,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/2a07ce87fedfca8928f12f3ddf6b7632_images.jpg,Estd. 1977 Men Black Sandals
21180,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/b057c9e8d5ccc63369807a12f67a39ac_images.jpg,ADIDAS Men Adi Cells Black Flip Flops
39943,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013,Casual,http://assets.myntassets.com/v1/images/style/properties/f2d705addd04fcf5516aef873254441e_images.jpg,GAS Men Brown Count Casual Shoes
52472,Women,Apparel,Loungewear and Nightwear,Bath Robe,Pink,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Women-Bath-Robe_b47ef24153050e66fce7429a01204ca9_images.jpg,Red Rose Women White & Pink Polka Dot Print Bath Robe
58148,Unisex,Accessories,Headwear,Caps,White,Fall,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Puma-Unisex-White-Cap_d397dc3eb9ff8a12d079f08a9b6c430d_images.jpg,Puma Unisex White Cap
20052,Women,Accessories,Mufflers,Mufflers,Yellow,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/70506325cf800559ba06b15300846ea8_images.jpg,United Colors Of Benetton Women Yellow Muffler
5630,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/9234f2dacc377d713b7788f670f7bf9d_images.jpg,ADIDAS Women's Adi Groove Blue Flip Flop
44517,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2013,Casual,http://assets.myntassets.com/v1/images/style/properties/Coolers-Men-POKAR-Brown-Flip-Flops_8b247db935e7cfffb8f5a0b8d578f7bf_images.jpg,Coolers Men Brown Pokar Flip Flops
47392,Women,Accessories,Bags,Handbags,Beige,Fall,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/1041605c3decc95ef96c970da17ad051_images.jpg,Baggit Women Beige Bag
50325,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/Aurelia-Women-Navy-Blue-Kurta_269c51a0aa07f814b0d68df6b37d4113_images.jpg,Aurelia Women Navy Blue Kurta
8913,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/c7a70ae4f57ca4c605f4fabb82c735fc_images.jpg,Puma Men Cabana Racer Sketch White Sports Shoes
